title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43430553'>All I Want For Christmas</a>,lesbiandisaster23,Updated,225,218,7,2146,Not Rated,3398,2,2022-12-14,"Avatrice, ava x beatrice, beatrice x ava, ava and beatrice - Freeform, beatrice and ava, wlw, avatrice fic, Soft Ava Silva, Bisexual Ava Silva, Soft Sister Beatrice/Ava Silva, Sister Beatrice Needs a Hug (Warrior Nun)"
<a href='https://archiveofourown.org/works/43208254'>The Way The Words Dance On Her Lips</a>,HaylBal,Updated,215,189,26,1865,Mature,8157,2,2022-11-25,"Alternate Universe - Bookstore, Otherwise known as the notting hill au, Eventual Happy Ending, Bookstores, Literary References & Allusions, Implied/Referenced Child Abuse, Reading Aloud, Crying, Internalized Homophobia"
<a href='https://archiveofourown.org/works/43296099'>my hymn for her</a>,garcondencre,Updated,214,187,27,2780,General Audiences,18486,2,2022-12-09,"After S2, Fluff, Angst, They are totally in love, but idiots, Sharing a Bed, beatrice has a little brother"
"<a href='https://archiveofourown.org/works/43886100'>If I could go back, I'd hold your hand</a>",gmonies,Updated,210,165,45,1380,Not Rated,8610,3,2022-12-28,"Time Travel Fix-It, i make minor edits sporadically, My 1st fic, if I don't update blame capitalism"
<a href='https://archiveofourown.org/works/43375039'>Home Is Wherever You Are</a>,spaceosshy,Updated,209,187,22,2661,Teen And Up Audiences,4688,4,2023-01-10,"Grief/Mourning, Angst and Hurt/Comfort, Mutual Pining, PTSD, your honour they are both touch-starved, Haircuts, Nuns on the Run"
<a href='https://archiveofourown.org/works/43263480'>avatrice<333</a>,EnbyMicrowave,Updated,205,194,11,5599,Mature,8173,6,2023-01-21,NA
<a href='https://archiveofourown.org/works/43513368'>My Kingdom For A Kiss Upon Her Shoulder</a>,Abismetts,Updated,204,173,31,2339,Not Rated,11457,7,2022-12-27,"Hurt/Comfort, Action/Adventure, Grief/Mourning, dark!ava, Past Relationship(s), Blood and Injury, Angst, Fluff, Yearning, Found Family, Complicated Relationships"
<a href='https://archiveofourown.org/works/43875798'>I'm Home</a>,Bidigorl,Updated,201,188,13,1416,General Audiences,7295,2,2022-12-28,"Found Family, Diego wants love, Brother-Sister Relationships"
<a href='https://archiveofourown.org/works/43106949'>could have been a year (miss you every day)</a>,iDragonSpyro,Updated,194,181,13,2165,Not Rated,5964,2,2022-11-25,"Speculation, Dimension Portals, technically time travel? i guess?, several characters will get their shit rocked but in like. a nice ""friendly"" way ya feel, Angst, Hurt/Comfort, Miscommunication, i looked at canon ava and went let's get you some deep meaningful platonic relationships bitch, Queerplatonic Relationships, if you've read some of my other stuff you might recognize some OCs, Other Additional Tags to Be Added, Rating May Change, i have decided that reya is a bitch and also the worst actually, for no reason other than i needed to worldbuild somehow, there might be some camila/lilith OR lilith/mary in the future, i can't promise anything idk where this is going, currently i only have the prologue and two sentences of a chapter one written, so im sorry for whatever the schedule turns out to be, mary's alive because fuck you??, tags are a mess cause i had to edit them sorry"
<a href='https://archiveofourown.org/works/43564957'>The Confession</a>,comicc_bookk_jawnss,Updated,193,181,12,2202,Teen And Up Audiences,4891,3,2023-01-21,"Emotional Hurt/Comfort, Childhood Trauma, Angst with a Happy Ending, Alternate Universe, Mary is Ava's self-appointed big sister, Superion is Bea's nanny"
<a href='https://archiveofourown.org/works/44071329'>These Ties that Bind Us</a>,surpanakha,Updated,192,174,18,2376,Explicit,6392,1,2023-01-05,"Alternate Universe, no beta - we die like Netflix will soon"
"<a href='https://archiveofourown.org/works/44862241'>I need your teeth in me, slow and vicious</a>",wyvernblood,Updated,192,169,23,1264,Teen And Up Audiences,10992,1,2023-02-07,"Werewolf AU, werewolf!ava, NOT abo this is just good ol' werewolf tingz, but also ava is god's specialest werewolf bc she's ava, also no beta we die like men, rating COULD change...potentially, some background/hinted mary/shannon, druid!beatrice, beatrice's nerves' horrible terrible no good bad stretch of days"
<a href='https://archiveofourown.org/works/44390329'>The Bearers and Their Legacies</a>,wattstowrite,Updated,192,174,18,290,Mature,6572,1,2023-01-19,"Minor Hope Mikaelson/Lizzie Saltzman, Hope Mikaelson & Penelope Park Friendship, Background Sister Camila/Sister Lilith (Warrior Nun), Background Shotgun Mary/Shannon Masters"
<a href='https://archiveofourown.org/works/43829703'>Lost in the Light</a>,Kidmeep,Updated,190,183,7,2135,Not Rated,7901,2,2023-01-31,"Angst and Hurt/Comfort, Falling In Love, Friends to Lovers, Fluff and Angst, Harold They're Lesbians Meme, Angst and Fluff and Smut"
<a href='https://archiveofourown.org/works/43299600'>Unusual feeling</a>,luthorbae,Updated,190,157,33,2124,Mature,9260,3,2022-12-21,"Beatrice is a princess, Ava is Brazilian, Slow Burn, Fluff, Fluff and Angst, Domestic Fluff"
<a href='https://archiveofourown.org/works/44725597'>James Bond Isn't Real</a>,spritneybeers7,Updated,188,176,12,1677,Not Rated,7541,2,2023-02-05,"Alternate Universe, Angst, Violence, beatrice is a badass spy, Blood and Injury, no beta we die like michael, bea has a secret, ava finds out said secret"
"<a href='https://archiveofourown.org/works/44443591'>Happy Divorced Wife, Happy Divorced Life</a>",birgittesilverbae,Updated,187,155,32,1906,Explicit,7182,12,2023-02-09,"Dads AU, Post-Divorce"
<a href='https://archiveofourown.org/works/43794678'>from dust to dust</a>,[],Updated,187,149,38,1065,Teen And Up Audiences,8966,2,2023-01-03,"Alternate Universe - Daemons, His Dark Materials Inspired, Angst, Emotional Hurt/Comfort, Halo Bearers as Adriel's Daemon, Daemon Ava Silva, Consensual Daemon Touching, Team as Family, Follows Canon, Slow Burn Avatrice, POV Sister Beatrice (Warrior Nun), Daemon Loss, Ava Silva Needs a Hug, Repressed Sister Beatrice (Warrior Nun), in which bea is a repressed disaster lesbian, and her daemon is a thirsty ass bitch for ava on her behalf"
<a href='https://archiveofourown.org/works/44673790'>the echo or the answer</a>,nowweareunstoppable,Updated,187,160,27,822,Mature,7128,1,2023-01-31,"Alternate Universe - Werewolf, Alternate Universe - Vampire, Werewolves, Vampires, werewolves as a metaphor for the struggle of repression and losing control, vampires as a metaphor for sharp teeth r hot and ava silva is ridiculous, there's gonna be some monster fucking in this later ngl, Teeth"
<a href='https://archiveofourown.org/works/44139811'>Swindler's Art of Romance</a>,AhmBacon,Updated,186,178,8,1755,Explicit,8242,1,2023-01-09,"Alternate Universe - Soulmates, No Halo, Alternate Universe - No Powers"
<a href='https://archiveofourown.org/works/43919679'>project mistletoe</a>,doughnutwhore,Updated,186,167,19,968,Teen And Up Audiences,2437,1,2022-12-29,"Christmas Fluff, Crack-ish, established relationship between ava and beatrice, just the kids setting up their moms lol, DOCTORSUPERION SUPREMACY, these women are on my mind 24/7"
<a href='https://archiveofourown.org/works/44576452'>what can i do? (you feel it too?)</a>,clexylexy,Updated,184,143,41,1070,Mature,11565,3,2023-02-10,"Alternate Universe - Modern: No Powers, story title is based on the song ""What Can I Do"" by Renee Rapp, chapter titles are inspired by popular fanfic/romance tropes, Enemies to Friends to Lovers, some angst will occur but it's mostly intrapersonal, beatrice is an ex-nun, Ava has CPS as a result of the accident, (AKA Chronic Pain Syndrome), Ava and Hans are besties, big Switzerland moment, Bar La Vasseur is our central location, Beatrice has never relaxed once in her life despite recent efforts, but it's okay because Ava will show her how to, Ava is brutally honest until it concerns her own pain, something something childhood guilt and feeling like a burden something something, Beatrice helps her realize her strength, a bit of a slow burn, there will be smut, the rest of the tags will be trigger warnings, i will also include notes at the top of each chapter for specific scenes, please take care and be kind to yourselves, depressive thoughts and actions are depicted, Ava is in therapy and attends a support group, mentions and brief depictions of Ava's car accident, Depictions of anxiety, brief mentions of sexual assault (off camera), light abuse of pain medication, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43736379'>The Life Between</a>,bazaar,Updated,183,165,18,1796,Teen And Up Audiences,8612,8,2023-01-05,"Originally Posted on Tumblr, prompt in chapter summary, Tumblr Prompt, oneshots"
<a href='https://archiveofourown.org/works/44376166'>in the way everlasting</a>,belikebumblebee,Updated,182,150,32,1391,Mature,13891,2,2023-01-22,Post-Canon
<a href='https://archiveofourown.org/works/43922671'>'tis the damn season</a>,asterblooms,Updated,180,165,15,3981,Mature,12900,6,2023-01-26,"Avatrice, reya's realm, Post Season 2, Heartbreak, beatrice is dying without ava basically, ava needs to get back to bea, Sadness, Tears, Comfort, Healing"
"<a href='https://archiveofourown.org/works/43102179'>My echo, my shadow, and me</a>",corligno,Updated,179,167,12,2397,Teen And Up Audiences,3939,2,2022-11-25,"Slow Burn, Avatrice, Investigations, Thriller, Romantic Comedy, Badass Sister Beatrice (Warrior Nun), Alternate Universe"
<a href='https://archiveofourown.org/works/44306356'>Double Cherry Pie</a>,Care,Updated,170,150,20,1948,Explicit,8742,1,2023-01-15,"Alternate Universe - Vampire Slayer, secret sannie 2022, Post-Buffy the Vampire Slayer (TV)"
<a href='https://archiveofourown.org/works/43981287'>I Can't Face Reinvention (I Haven't Met the New me Yet)</a>,4_Wolves,Updated,169,145,24,1719,Teen And Up Audiences,7783,3,2023-01-19,"Family Reunions, Family Issues, Sister Beatrice Needs Therapy, Post Season 2, Grief/Mourning, no beta we die like michael, lilith deserves a redemption arc, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43406010'>spruce up my soul (and fill it with coal)</a>,Kalaverita,Updated,168,152,16,3004,Explicit,8069,4,2023-01-01,"Alternate Universe - Canon Divergence, Romance, Fluff and Angst, Eventual Smut, Implied/Referenced Homophobia, Past Domestic Violence, implied past ava/adriel but that shit is over, ava has moved on to bigger and better things (beatrice), also some very brief ava/JC but only in part of ch1 then homeboy is outtie, rated e for Future Reasons, no beta we die like crispy durretti"
<a href='https://archiveofourown.org/works/44808163'>Happy Birthday Beatrice! (P.S. I Think I'm In Love With You)</a>,UnrulyHeart,Updated,167,161,6,2212,Not Rated,11729,5,2023-02-17,"First Kiss, Love Confessions, Happy Birthday, Humor, Fluff, Ava just wants Beatrice to be happy"
"<a href='https://archiveofourown.org/works/43274349'>From the Diaries of Sister Beatrice, Nun, Retired</a>",DangersUntoldHardshipsUnnumbered,Updated,165,126,39,977,Not Rated,2777,5,2022-12-31,Epistolary
<a href='https://archiveofourown.org/works/43858344'>Second chance</a>,Silver_Cleo,Updated,164,136,28,1301,Teen And Up Audiences,4187,2,2022-12-29,"Other Additional Tags to Be Added, Relationships to be added - Freeform, Characters to be added, Time Travel Fix-It, The Other Side, Ava is a little shit, eventual avatrice, maybe slowburn, i have no plan and no beta i am making this all up as i go, this might be a trainwreck and a dumpster fire, Post-Season/Series 02, spoilers for every episode, mary should be alive, mary is alive, lilith never dies, micheal never dies, vincent gets what he deserves, Maybe some angst, camila is a ray of sunshine"
<a href='https://archiveofourown.org/works/44362576'>(rudely barging in) on a white veil occasion</a>,infinitylilies,Updated,163,158,5,1392,Teen And Up Audiences,4063,1,2023-01-18,"Wedding Crashing au, a lot of fluff, Religious Guilt, Religious Conflict, Beatrice needs a hug, Fake Marriage, ava crashes bea's wedding, Alternate Universe, No Halo, no powers, Ava being Ava, Gay Mess Ava Silva"
<a href='https://archiveofourown.org/works/43901715'>and i just can't contain this feeling that remains</a>,kittymannequin,Updated,162,135,27,1440,General Audiences,6790,2,2023-01-28,"Alternate Universe - College/University, Alternate Universe - Roommates/Housemates, Alternate Universe - Coffee Shops & Cafes, Mutual Pining, POV Alternating"
"<a href='https://archiveofourown.org/works/44104716'>What burns me now? Desire, desire, desire...</a>",ShallanSazed,Updated,160,140,20,4081,Explicit,15029,9,2023-02-14,"Friends to Lovers, Enemies to Lovers, Exes, Friends With Benefits, Mutual Pining, Anger, Smut, Shameless Smut, Angst and Fluff and Smut"
<a href='https://archiveofourown.org/works/44360569'>Anything to lighten the load</a>,Hyacinths_and_Mandrakes,Updated,160,152,8,1388,General Audiences,7208,2,2023-01-30,"Sister Beatrice Needs a Hug (Warrior Nun), POV Ava Silva, they're girlfriends your honor, Beatrice is an anxious lesbian, very relatable of her tbh, Switzerland, Season/Series 02, Soft Sister Beatrice/Ava Silva, Ava gay panics just a little bit, as a treat, Beatrice finally gets the love and care she dezerves, Soft Ava Silva, Domestic Fluff"
<a href='https://archiveofourown.org/works/44696176'>What you are is beautiful</a>,Felixyall45,Updated,159,149,10,1563,Mature,2425,2,2023-02-04,"Fluff and Angst, Secret Relationship, Emotional Trauma, Sexuality Crisis, Canon-Typical Violence, Alternate Universe - Canon Divergence, silly little gays"
<a href='https://archiveofourown.org/works/44433904'>i built a home (for you; for me)</a>,Noteveryonefitsintothebadbitchgenre,Updated,159,132,27,1545,Not Rated,11828,3,2023-02-11,"Alternate Universe - Harry Potter Setting, Wizarding World (Harry Potter), Emotional/Psychological Abuse, Implied/Referenced Child Abuse, will add tags as I go along"
<a href='https://archiveofourown.org/works/44044911'>Scar tissues</a>,Whywhyareyoulikeme,Updated,159,151,8,836,Mature,1869,1,2023-01-03,"Ava Silva Needs a Hug, Sad Ava Silva, Angst, Hurt/Comfort, no beta we die like adriel, Ava needs therapy, Overstimulaton, clothes are hard sometimes, how do you go from feeling nothing to feeling it all ?, i have thoughts, the ocs is a family, mother superion is actually a mom, i love this show its my life i live laugh warrior nun, the author needs therapy but is afraid of the psych ward"
<a href='https://archiveofourown.org/works/43057296'>What Love Means</a>,Lesbianmilfloverr,Updated,156,149,7,1906,Mature,4308,2,2022-12-07,"Slow Burn, Friends to Lovers, Internalized Homophobia, Alternate Universe - Boarding School, Healing, Catholicism, Catholic Guilt, Ava is a ray of sunshine, Beatrice needs therapy and a hug, and they were ROOMMATES, Hurt/Comfort, Angst, Eventual Fluff, mary and shanon are the gays everyone looks up to, Self-Hatred, Self-Esteem Issues, Eventual Romance, no beta we die like my mental health"
<a href='https://archiveofourown.org/works/43487772'>she is autumn air (she is everywhere)</a>,forbiddenquill,Updated,153,147,6,1064,Teen And Up Audiences,4593,1,2022-12-08,"my thoughts, pure unfiltered thoughts on what season 3 could be, Canon Compliant, Canon-Typical Violence, Angst with a Happy Ending, Angst, Temporary Amnesia"
<a href='https://archiveofourown.org/works/25971322'>In this life or the next</a>,Regruba,Updated,152,136,16,1766,Mature,7366,4,2022-12-13,"Angst and Hurt/Comfort, Blood and Violence, Slow Burn, Action, Heavy Angst, Near Death Experiences, Religious Imagery & Symbolism, Mythical Beings & Creatures, Explicit Language"
<a href='https://archiveofourown.org/works/43398534'>crisis of faith (sanctuary of heart)</a>,Ambs_Writes,Updated,151,149,2,1194,Mature,7196,1,2022-12-03,"Post-Season/Series 02, Developing Relationship, Canon-Typical Violence, Fluff, Angst, Soft Sister Beatrice/Ava Silva, Badass Sister Beatrice (Warrior Nun), Badass Ava Silva, Team Dynamics, Holy war, Ava is kinda fucked in the head, Beatrice is repressed and gay, they are going through it and so am i"
<a href='https://archiveofourown.org/works/44015919'>Like a river</a>,Evelina1116,Updated,150,124,26,1481,Mature,11382,3,2023-01-16,"dancing au, Nobody is a nun, Everybody is thirsty, Everyone Is Gay"
<a href='https://archiveofourown.org/works/44315320'>evermore</a>,OhHeyKarnstein,Updated,149,129,20,2581,Mature,18311,7,2023-02-11,"Avatrice, Friendship, Slow Burn, Religious Imagery & Symbolism, princess & knight AU, Action & Romance, romance & plot"
<a href='https://archiveofourown.org/works/43724121'>Cycles</a>,Neetle_Teetle,Updated,148,120,28,1380,Teen And Up Audiences,10275,3,2022-12-30,"Alternate Universe - Fantasy, do beatrice's parents need a warning, no beta we die like michael, Angst and Hurt/Comfort, Slow Burn"
<a href='https://archiveofourown.org/works/43607662'>holy ('til you let me go)</a>,omomoification,Updated,148,127,21,997,Mature,4556,1,2022-12-14,"Sister Beatrice Needs a Hug (Warrior Nun), Touch-Starved, predatory lesbian myth is discussed in one scene but that's it, Internalized Homophobia, zero bullying happens in this fic, only a little angst for a little while, because that's growth babeyyy, community and hugs and the power of friendshiiiip, chapter one is all about beatrice's friendships, ava shows up in chapter two i promise, wherein they'll get their flirt on, Gay Mess Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Gay Panic, they're all gay your honor, camila and lilith just want to get through bea's beautiful thick skull that she is LOVED, oh i get by with a little help from my friends"
<a href='https://archiveofourown.org/works/44413459'>Stockholm</a>,SoLongSweetComfort,Updated,147,132,15,1692,Explicit,12453,3,2023-02-15,"Fluff, Alternate Universe - Bar/Pub, Switzerland, past domestic violence mentioned, adriel/ava mentioned, Tiny bit of Angst, little bit of a slowburn, smut in later chapters"
<a href='https://archiveofourown.org/works/43885665'>Bad Habit</a>,inkedghost,Updated,145,133,12,1359,Mature,3978,1,2022-12-27,"Alternate Universe - Childhood Friends, Alternate Universe - College/University, Friends to Lovers, Roommates, Angst"
<a href='https://archiveofourown.org/works/44331451'>We Bought the Farm</a>,MissHaveaChat,Updated,145,132,13,800,Mature,7778,1,2023-01-16,"Hurt/Comfort, Beatrice gets a pony, Smut, Fluff, SO MUCH FLUFF, Continues on from Season 2, Donkeys, Chickens, Tractors"
<a href='https://archiveofourown.org/works/43819381'>i'll wait for you on the other side</a>,MonsTera,Updated,143,120,23,1051,Teen And Up Audiences,2200,2,2023-01-04,"Angst, Hurt/Comfort, the one in which i give beatrice all the trauma, beatrice and lilith being hateful besties, Sister Camila is a Ray of Sunshine, Team as Family, whoops looks like i give them all trauma, its fine it just means more, Family Bonding"
<a href='https://archiveofourown.org/works/43967734'>love me (or leave me alone)</a>,[],Updated,142,118,24,2197,Mature,6552,3,2023-01-09,"Soccer AU, Fluff, Whole lot of Angst, happy ending eventually, Mutual Pining, Eventual Smut, Fluff and Smut, idiotic tendencies, Slow Burn, slow burn but not really, Parental Trauma, Angst"
<a href='https://archiveofourown.org/works/43745766'>Only on the weekends</a>,msinterpret,Updated,141,136,5,1206,Mature,3705,1,2022-12-21,"AU warrior nun, Angst and Fluff and Smut, Humor, Mutual Pining, Casual Sex, Friends to Lovers, FWB, alternative universe - coworkers"
<a href='https://archiveofourown.org/works/44842375'>secret moments in a crowded room</a>,duhnyell,Updated,137,121,16,1558,Not Rated,11266,3,2023-02-14,"Avatrice AU, Warrior Nun AU, Avatrice, avatrice gaylor au, Gaylor, Hollywood AU, Secret dating, slight angst, Fluff, Inspired by rumors, LGBTQ, wlw, Alternate Universe, Bisexuality, Hollywood, Hollywood drama, Lesbian Drama"
<a href='https://archiveofourown.org/works/43213560'>In This Life</a>,HoneyAbsinthe,Updated,136,126,10,1493,General Audiences,5069,1,2022-11-22,"Angst, Yearning, love triangle? Possibly, it's complicated lol, Enemies to Lovers, of the sorts, we love it okay, I know I have other fics but hear me out"
"<a href='https://archiveofourown.org/works/43314103'>Angels, Demons, and Beings in Between</a>",LongWindedAnswer,Updated,133,114,19,2943,Mature,10818,5,2022-12-19,"the alps, Flashbacks, Avatrice, Lilith the Terminator, Beatrice is mad, Lilith vs Beatrice, Post-Season/Series 02, Angst with a Happy Ending, Angst and Humor, Apologies for the trauma, Maybe I am having too much fun with this, Also sorry about the buildup, And all the worldbuilding but Reya's Realm is fun, Post-Canon, Let's give S3 some motherfucking justice"
<a href='https://archiveofourown.org/works/28423611'>The Archivist and The Miracle Girl</a>,silasfinch,Updated,133,115,18,2066,Teen And Up Audiences,17509,5,2023-01-03,"Alternate Universe - Canon Divergence, Alternate Universe, Secret Identity, Saving the World, Alternate Universe - Angels & Demons, Geeks, Falling In Love, Self-Acceptance, Psychological Trauma, Healing, Slow Burn, Religious Imagery & Symbolism"
<a href='https://archiveofourown.org/works/43891087'>Impossibly Possible</a>,sheisabee_10,Updated,131,119,12,1298,Explicit,4392,1,2022-12-28,NA
<a href='https://archiveofourown.org/works/44041665'>In This Game or the Next</a>,1to10tw,Updated,128,116,12,1029,Teen And Up Audiences,5697,1,2023-01-03,"Alternate Universe - Hogwarts, Mutual Pining, Quidditch, Fluff and Angst"
<a href='https://archiveofourown.org/works/44986738'>strip it down</a>,echoicdreamscape,Updated,127,112,15,877,Teen And Up Audiences,1739,2,2023-02-14,Climbing AU
<a href='https://archiveofourown.org/works/44766304'>Beatrice Vs. Tranquillisers</a>,MeganRose_02,Updated,125,120,5,859,Teen And Up Audiences,4102,1,2023-02-04,"Fluff, Hurt/Comfort, Ava is hyperactive, Beatrice is a cutie, Ava is an accident waiting to happen, Beatrice can't catch a break, Mother Superion has had enough"
<a href='https://archiveofourown.org/works/43452219'>Beyond The Horizon</a>,ChloeWritesClarke,Updated,124,120,4,2221,General Audiences,10007,8,2022-12-08,"Romance, True Love, after season 2, just my thoughts, My hopes and wishes for season 3, go watch warrior nun"
<a href='https://archiveofourown.org/works/43145739'>More time with them</a>,Owl_42,Updated,124,122,2,1825,Teen And Up Audiences,4204,2,2022-11-20,"Fluff, Fluff and Hurt/Comfort, Light Angst, Internalized Homophobia, Idiots in Love, Canon Compliant, Missing Scene"
<a href='https://archiveofourown.org/works/43504308'>Live a Little With Me</a>,christinebeckel,Updated,122,110,12,1047,Not Rated,14779,5,2023-02-09,"One Shot Collection, Fluff and Humor, Gay Panic, Romantic Fluff, Bad Puns, Domestic Fluff, Ava just wants to make Bea smile, Bea can never resist Ava's charm, did i mention there's fluff?"
<a href='https://archiveofourown.org/works/44614633'>I Don't Dance (Hit It Out of the Park)</a>,reagomyeggoo,Updated,121,95,26,1339,Teen And Up Audiences,10217,2,2023-02-08,"Alternate Universe - College/University, Alternate Universe - Modern Setting, its the softball au, i saw one wip of ava in a softball uniform and went feral, Fluff, eventual angst, idk how do tags work, ill update them as i go probably, rating will probably change too idk, Slow Burn"
<a href='https://archiveofourown.org/works/43414548'>Visions of you</a>,Hojifoxfox,Updated,120,113,7,2588,Explicit,6538,3,2023-01-09,"Smut, Fluff and Smut, Badass Sister Beatrice (Warrior Nun), Jealous Sister Beatrice (Warrior Nun), Unplanned Pregnancy, Everyone Is Gay"
<a href='https://archiveofourown.org/works/43829281'>Sin or Not?</a>,eroswritesff,Updated,120,115,5,1704,Mature,5133,2,2022-12-29,"Masturbation, Religious Guilt"
<a href='https://archiveofourown.org/works/42975213'>The Hangman's God (and other prayers)</a>,Molotov_Man,Updated,120,104,16,1519,Not Rated,13756,3,2023-01-22,"Hurt/Comfort, Team as Family, Team Bonding, Character Development, i am not bashing season two i merely have notes and a separate divine vision, and i miss my meow meows, sparring written by a martial artist, i am going to develop these familial bonds so well, wake up babe new lilith character arc just dropped, Mary Lives, mary gets to experience and heal from her grief, Grief/Mourning, Repressed Sister Beatrice (Warrior Nun), Internalized Homophobia, camila and lilith have something fruity going on but you can read it as platonic"
<a href='https://archiveofourown.org/works/44025087'>Halo Cafe</a>,"Cait (Mwoofers), Mwoofers",Updated,120,115,5,1318,Mature,5297,3,2023-01-10,"Fluff, Eventual Smut, Slow Burn, Alternate Universe - Coffee Shops & Cafes"
<a href='https://archiveofourown.org/works/44928304'>matthew 13:34-35</a>,gilligankane,Updated,118,86,32,902,General Audiences,11965,11,2023-02-11,"a collection of angst/fluff prompts, that run a wide range of post-s2 and during s2 and AU even because we live our best life here, because we like some organization in this house, cue miley cyrus: we can't stop and we won't stop"
<a href='https://archiveofourown.org/works/43765308'>jump (well i dare you)</a>,Minervas_gf,Updated,117,105,12,1488,Mature,4580,2,2023-01-02,"Fluff, Eventual Smut, Light Angst, Best Friends, Sharing a Room, Friends to Lovers, 5 Times"
<a href='https://archiveofourown.org/works/43953216'>Cerulean Hue</a>,Lovesick_Rat,Updated,116,107,9,1724,Teen And Up Audiences,7149,5,2023-02-07,"Post-Season/Series 02, Warrior Nun Season 3, Angst, Grief/Mourning, Post-Traumatic Stress Disorder - PTSD, Panic Attacks, Anxiety Attacks, Autistic Sister Beatrice, Divinium Poisoning, Blood and Injury, Blood and Violence, Hallucinations, Hearing Voices, Slow Burn, Sister Beatrice Has Anxiety"
<a href='https://archiveofourown.org/works/44736526'>Home</a>,unknown_writer88,Updated,116,101,15,1323,Mature,4990,5,2023-02-15,Slow Burn
<a href='https://archiveofourown.org/works/43233510'>like atlas under the sky</a>,tzushi,Updated,116,106,10,1104,Teen And Up Audiences,6302,2,2022-12-03,"ava silva wants to LIVE!!!!!!!!!!!, Angst, Hurt/Comfort, Ava Silva Needs a Hug, basically ava receives therapy from everyone, Suicidal Thoughts, POV Second Person, Team as Family, you see. YOU SEE. it's about the found family., Self-Hatred, One Chapter Per Character, so avatrice doesnt happen til beatrice, Healing, Angst with a Happy Ending, lilith and ava friendship the world, Post-Traumatic Stress Disorder - PTSD"
<a href='https://archiveofourown.org/works/43721496'>All these people think loves for show (but I would die for you in secret)</a>,Justsomeone555,Updated,116,114,2,744,Not Rated,1366,1,2022-12-24,"One Shot Collection, Comedy, Domestic Fluff, Ava Silva Being Ava Silva, lesbians in love, Other Additional Tags to Be Added, Established Relationship"
<a href='https://archiveofourown.org/works/43507671'>Apostasy</a>,Valeriahpa,Updated,115,103,12,1793,Teen And Up Audiences,9808,4,2023-02-13,"Religion, Crisis of Faith, Internalized Homophobia, Angst and Hurt/Comfort, Grief/Mourning, Fluff, Blasphemy, Bad Puns, Nun puns, Romance, Established Relationship, Happy Ending, Attempt at Humor"
<a href='https://archiveofourown.org/works/44514763'>Liberty coffee</a>,lylahwntrs,Updated,111,102,9,1379,Mature,4217,3,2023-02-12,"Alternate Universe - Modern Setting, Alternate Universe - No Powers, Alternate Universe - Coffee Shops & Cafes, Alternate Universe - Bookstore, no one dies, Happy Ending, Friends to Lovers, idk how to tag, Fluff, Idiots in Love, oblivious idiots, Mutual Pining, Sister Beatrice Needs a Hug (Warrior Nun), unbetaed"
"<a href='https://archiveofourown.org/works/43707360'>In Every Life, I Love You</a>",b0dacious,Updated,111,99,12,861,Not Rated,4262,1,2022-12-19,"Alternate Universe - Celebrity, childhood best friends to lovers to strangers to lovers, Friends to Lovers, right person wrong time, Religious Guilt, Classical Pianist Beatrice, brief internalized homophobia, Actress Ava, First Love, First Kiss, first everything tbh"
<a href='https://archiveofourown.org/works/44564545'>in defense of my own happiness</a>,whyyesitscar,Updated,110,88,22,1106,Teen And Up Audiences,3883,3,2023-02-10,"it's the obligatory post-S2 fic we all get at least one, (tags updated as i go)"
<a href='https://archiveofourown.org/works/43341726'>my hand was the one you reached for</a>,lionshearted,Updated,110,106,4,822,Teen And Up Audiences,6302,1,2022-11-30,"Post-Season/Series 02, Canon Divergent, a little sad a little happy i try to keep a fair balance, Beatrice POV"
<a href='https://archiveofourown.org/works/43120549'>1 John 4:12</a>,Poooot,Updated,108,102,6,1411,Mature,5799,2,2022-11-19,Hallucinations
<a href='https://archiveofourown.org/works/44796517'>rescue me</a>,box_xx,Updated,108,101,7,696,Mature,4219,1,2023-02-05,"Fluff, Mutual Pining, Alternate Universe - No Powers, this is my apology for all the angst"
<a href='https://archiveofourown.org/works/44878756'>my only mistake was (not) loving you right away</a>,A1Abrhams,Updated,107,86,21,2209,Mature,15566,9,2023-02-16,"Fluff, Fluff and Angst, Angst, Alternate Universe - Vampire, Alternate Universe - Fantasy, Alternate Universe - Modern Setting, Alternate Universe - Magic, hot women with powers, everyone is low-key horny, Trauma, lots of trauma, but at least they're funny because of it, no beta we die like michael, Ava Silva Needs a Hug, Sister Beatrice Needs a Hug (Warrior Nun), everyone needs a fucking hug, let's be honest here"
<a href='https://archiveofourown.org/works/44321959'>To all the time we were apart</a>,Blake_bass20,Updated,107,90,17,1570,Mature,12043,5,2023-01-22,"Assassin AU, Enemies to Lovers, Angst, Secret Organizations, criminal ava silva, agent beatrice, Warrior Nun AU, Alternate Universe, probably slow burn, I tried humor"
<a href='https://archiveofourown.org/works/44553277'>All that lurks in the undergrowth</a>,Kendrene,Updated,106,94,12,537,Mature,565,1,2023-01-26,"Canon-Typical Violence, Angst and Hurt/Comfort, it's a tlou au so whatever gore is in the game might make it's way here, just a place to dump all the snippets I'll write for Tumblr"
